frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_111
26455,,,,,(201!1828),,,,,,,,,(334!1721),(195!1291),,(1409!139),(723!1137),,,,(70!700),(999!183),,,,,,(936!202),,,,,(68!1258),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1235),,,,(236!1869),,,,,,,(120!1072),(72!1302),,,,,,,,,,,(766!275),(68!580),,,(1338!846),,,(584!1146),,,,,,,,,,,,,,,,,,,
26456,,,,,(201!1827),,,,,(677!612),,,,(335!1722),(195!1291),,(1405!141),(723!1137),,,,(70!700),(999!182),,,,,,(935!198),,,,,(68!1259),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1235),,,,,,,,,,,(121!1073),(72!1302),,,,,,,,,,,(766!277),(68!580),,,(1338!847),,,(584!1146),,,,,,,,,,,,,,,,,,,
26457,,,,,(201!1828),,,,,(676!610),,,,(335!1722),(195!1291),,,(724!1136),,,,(70!700),(998!182),,,,,,(935!199),,,,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,,,,,,,,(120!1072),(72!1301),,,,,,,,,,,(766!279),(68!580),,,(1339!852),,,(585!1147),,,,,,,,,,,,,,,,,,,
26458,,,,,(201!1829),,,,,(674!610),,,,(335!1723),(195!1291),,(1405!139),(724!1137),,,,,(998!182),,,,,,(935!199),,,,,(69!1260),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,(236!1869),,,,,,,(121!1072),(71!1301),,(1392!141),,,,,,,,,(765!283),(67!580),,,(1339!852),,,(585!1146),,,,,,,,,,,,,,,,,,,
26459,,,,,(201!1828),,,,,,,,,(334!1725),(195!1291),,(1405!145),(723!1137),,,,(70!700),(999!182),,,,,,(936!200),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,(236!1870),,,,,,,(121!1072),,,(1392!141),,,,,,,,,(766!285),(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26460,,,,,(202!1827),,,,,,,,,(333!1727),(195!1291),,(1405!144),(725!1136),,,,(70!700),(999!182),,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,(236!1869),,,,,,,(121!1071),(69!1266),,(1392!141),,,,,,,,,(766!287),(67!580),,,(1339!851),,,(585!1147),,,,,,,,,,,,,,,,,,,
26461,,,,,(201!1829),,,,,,,,,(332!1728),(195!1291),,,(725!1136),,,,(70!700),(999!182),,,,,,(936!202),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1234),,,,(236!1870),,,,,,,(120!1072),(68!1260),,(1392!141),,,,,,,,,(766!288),(68!578),,,(1339!851),,,(585!1147),,,,,,,,,,,,,,,,,,,
26462,,,,,(201!1829),,,,,,,,,(332!1728),(195!1291),,,(724!1136),,,,,(999!182),,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1235),,,,,,,,,,,(120!1073),(69!1266),,(1392!141),,,,,,,,,(766!289),(67!580),,,(1339!852),,,(585!1147),,,,,,,,,,,,,,,,,,,
26463,,,,,(201!1828),,,,,,,,,(331!1728),(195!1290),,,(724!1137),,,,,(998!182),,,,,,(934!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,(233!1870),,,(252!1085),(769!1234),,,,,,,,,,,(119!1073),(69!1259),,(1392!142),,,,,,,,,(768!291),(67!580),,,(1339!850),,,(585!1147),,,,,,,,,,,,,,,,,,,
26464,,,,,(200!1828),,,,,,,,,(331!1730),(195!1291),,,(724!1136),,,,(70!700),(999!182),,,,,,(935!199),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,(234!1871),,,(252!1085),(769!1234),,,,,,,,,,,(119!1072),(69!1266),,(1405!140),,,,,,,,,(768!293),(68!580),,,(1339!850),,,(585!1147),,,,,,,,,,,,,,,,,,,
26465,,,,,(202!1828),,,,,,,,,(331!1730),(195!1291),,,(724!1136),,,,,(998!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,(235!1871),,,(252!1086),(769!1234),,,,,,,,,,,(119!1073),(68!1260),,(1407!138),,,,,,,,,(770!295),(68!580),,,(1339!852),,,(585!1147),,,,,,,,,,,,,,,,,,,
26466,,,,,(202!1828),,,,,(660!603),,,,(330!1731),(195!1290),,,(724!1136),,,,(70!700),(999!182),,,,,,(935!198),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,(235!1870),,,(252!1085),(769!1234),,,,,,,,,,,(119!1072),(69!1265),,(1392!142),,,,,,,,,(770!295),(68!580),,,(1339!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26467,,,,,(201!1828),,,,,,,,,(329!1731),(195!1290),,,(725!1136),,,,,(999!182),,,,,,(935!199),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,(233!1871),,,(252!1085),(769!1234),,,,,,,,,,,(119!1072),,,,,,,,,,,,(770!297),(68!580),,,(1339!851),,,(584!1147),,,,,,,,,,,,,,,,,,,
26468,,,,,(201!1829),,,,,,,,,(329!1732),(195!1290),,,(725!1136),,,,(70!700),(999!182),,,,,,(935!199),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),,,,,,,,,,,(118!1073),(69!1266),,,,,,,,,,,(771!300),(67!580),,,(1339!851),,,(585!1147),,,,,,,,,,,,,,,,,,,
26469,,,,,(200!1829),,,,,(656!602),,,,(328!1732),(195!1291),,,(725!1136),,,,,(998!182),,,,,,(935!199),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),(234!1870),,,,,,,,,,(117!1073),(69!1259),,,,,,,,,,,(771!303),(67!580),,,(1339!850),,,(584!1146),,,,,,,,,,,,,,,,,,,
26470,,,,,(201!1829),,,,,(654!601),,,,(328!1732),(195!1291),,(1407!140),(725!1136),,,,(70!700),(998!182),,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1234),(235!1870),,,,,,,,,,(117!1073),(69!1264),,,,,,,,,,,(772!306),(67!580),,,(1339!850),,,(584!1147),,,,,,,,,,,,,,,,,,,
26471,,,,,(200!1828),,,,,,,,,(328!1733),(195!1291),,(1407!139),(725!1136),,,,,(998!182),,,,,,(935!198),,,,,(72!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),(234!1871),,,,,,,,,,(116!1074),,,,,,,,,,,,(773!308),(68!580),,,(1339!851),,,(585!1147),,,,,,,,,,,,,,,,,,,
26472,,,,,(200!1829),,,,,(650!600),,,,(328!1734),(195!1291),,(1408!142),(725!1136),,,,,(998!182),,,,,,(935!198),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1234),(234!1870),,,,,,,,,,(115!1073),(68!1261),,(1394!141),,,,,,,,,(774!309),(67!580),,,(1339!849),,,(585!1146),,,,,,,,,,,,,,,,,,,
26473,,,,,(201!1829),,,,,,,,,(327!1734),(195!1291),,(1406!140),(725!1136),,,,,(1000!182),,,,,,(935!198),,,,,(72!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1234),(234!1870),,,,,,,,,,(115!1074),(69!1259),,,,,,,,,,,(774!313),(68!580),,,(1339!849),,,(585!1147),,,,,,,,,,,,,,,,,,,
26474,,,,,(201!1829),,,,,,,,,(327!1735),(195!1291),,,(725!1136),,,,,(1000!182),,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),,,,,,,,,,,(115!1074),(69!1261),,,,,,,,,,,(774!315),(68!580),,,(1339!849),,,(584!1147),,,,,,,,,,,,,,,,,,,
26475,,,,,(201!1828),,,,,,,,,(326!1735),(195!1290),,,(724!1136),,,,(70!699),(1001!181),,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,,,,,,,,(114!1074),(68!1261),,,,,,,,,,,(774!317),(67!580),,,(1339!849),,,(585!1147),,,,,,,,,,,,,,,,,,,
26476,,,,,(201!1828),,,,,(645!596),,,,(326!1735),(195!1291),,,(724!1137),,,,(70!699),(1001!181),,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),,,,,,,,,,,(114!1074),(69!1261),,(1392!143),,,,,,,,,(775!320),(67!580),,,(1339!851),,,(585!1148),,,,,,,,,,,,,,,,,,,
26477,,,,,(201!1829),,,,,,,,,(325!1735),(195!1291),,,(725!1135),,,,(69!699),(1001!182),,,,,,(934!197),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),,,,,,,,,,,(113!1074),(69!1265),,,,,,,,,,,(774!322),(71!580),,,(1339!849),,,(584!1147),,,,,,,,,,,,,,,,,,,
26478,,,,,(201!1829),,,,,,,,,(325!1735),(195!1291),,,(725!1135),,,,,(1001!182),,,,,,(935!197),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),(233!1870),,,,,,,,,,(112!1074),(68!1261),,,,,,,,,,,(773!325),(68!580),,,(1339!849),,,(584!1147),,,,,,,,,,,,,,,,,,,
26479,,,,,(199!1829),,,,,(640!595),,,,(325!1734),(195!1291),,(1407!137),(725!1136),,,,,,,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1235),(234!1870),,,,,,,,,,(112!1075),(68!1261),,,,,,,,,,,(771!327),(67!580),,,,,,(584!1147),,,,,,,,,,,,,,,,,,,
26480,,,,,(201!1829),,(999!184),,,,,,,(325!1734),(195!1291),,,(723!1137),,,,(70!700),,,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1235),,,,,,,,,,,(111!1075),(68!1261),,,,,,,,,,,(770!328),(67!580),,,,,,(584!1147),,,,,,,,,,,,,,,,,,,
26481,,,,,(200!1829),,(1000!182),,,,,,,(324!1734),(195!1291),,,(725!1136),,,,,,,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1235),(234!1870),,,,,,,,,,(111!1075),(68!1261),,,,,,,,,,,(770!328),(67!580),,,,,,(584!1147),,,,,,,,,,,,,,,,,,,
26482,,,,,(201!1829),,(999!183),,,,,,,(323!1735),(195!1291),,,(725!1136),,,,,,,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1235),(234!1870),,,,,,,,,,(111!1075),(68!1261),,,,,,,,,,,(768!330),(67!580),,,(1339!849),,,(584!1147),,,,,,,,,,,,,,,,,,,
26483,,,,,(200!1830),,(999!183),,,,,,,(322!1736),(195!1291),,,(725!1137),,,,(70!700),,,,,,,(935!198),,,,,(72!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),(234!1870),,,,,,,,,,(111!1075),(68!1260),,,,,,,,,,,(768!331),(68!580),,,(1339!851),,,(585!1146),,,,,,,,,,,,,,,,,,,
26484,,,,,(201!1829),,(999!182),,,(634!593),,,,(322!1738),(195!1291),,,(725!1137),,,,(69!700),,,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),(234!1870),,,,,,,,,,(111!1075),(68!1260),,(1392!143),,,,,,,,,(768!333),(68!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26485,,,,,(200!1830),,(998!184),,,,,,,(320!1738),(195!1291),,,(723!1137),,,,,,,,,,,(935!199),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1234),(233!1870),,,,,,,,,,(111!1075),(69!1266),,(1408!141),,,,,,,,,(768!334),(69!580),,,(1339!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26486,,,,,(200!1829),,(998!184),,,,,,,(319!1739),(195!1291),,,(723!1137),,,,,,,,,,,(935!198),,,,,(72!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1234),,,,,,,,,,,(111!1075),(68!1261),,,,,,,,,,,(768!335),(68!580),,,(1339!849),,,(584!1147),,,,,,,,,,,,,,,,,,,
26487,,,,,(201!1829),,(998!183),,,(628!592),,,,(318!1739),(195!1291),,(1392!142),(723!1137),,,,,,,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,,,,,,,,(111!1075),(67!1260),,,,,,,,,,,(766!336),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26488,,,,,(201!1829),,(999!183),,,(627!591),,,,(318!1740),(195!1291),,,(723!1137),,,,,,,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1235),,,,,,,,,,,(111!1075),(67!1261),,,,,,,,,,,(765!338),(68!580),,,,,,(584!1146),,,,,,,,,,,,,,,,,,,
26489,,,,,(200!1829),,(998!184),,,,,,,(317!1740),(195!1291),,,(723!1137),,,,(70!700),,,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(771!1234),(233!1870),,,,,,,,,,(111!1075),(67!1261),,(1407!142),,,,,,,,,(764!340),(69!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26490,,,,,(200!1829),,(999!183),,,(624!589),,,,(316!1740),(195!1291),,,(725!1136),,,,,,,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(771!1235),(234!1870),,,,,,,,,,(111!1076),(67!1260),,,,,,,,,,,(764!342),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26491,,,,,(200!1829),,(1000!183),,,(622!589),,,,(316!1741),(195!1291),,(1391!144),(725!1136),,,,,,,,,,,(935!199),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),(234!1871),,,,,,,,,,(111!1075),(67!1261),,,,,,,,,,,(763!343),(67!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26492,,,,,(201!1829),,(999!182),,,(620!588),,,,(316!1741),(195!1291),,(1391!144),(723!1137),,,,,,,,,,,(935!199),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1235),(234!1871),,,,,,,,,,(111!1075),(68!1261),,,,,,,,,,,(763!345),(67!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26493,,,,,(201!1829),,(1000!183),,,,,,,(314!1742),(195!1291),,,(725!1136),,,,(70!700),,,,,,,(935!199),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1235),(234!1871),,,,,,,,,,(111!1075),(69!1264),,,,,,,,,,,(762!347),(67!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26494,,,,,(201!1829),,(1000!183),,,,,,,(314!1742),(195!1291),,,(725!1136),,,,(70!700),,,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1235),(234!1871),,,,,,,,,,(110!1075),(69!1265),,(1405!142),,,,,,,,,(763!348),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26495,,,,,(200!1830),,,,,,,,,(314!1742),(195!1291),,,(725!1136),,,,,,,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,,,,,,,,(110!1075),(68!1261),,,,,,,,,,,(762!350),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26496,,,,,(202!1828),,,,,,,,,(314!1742),(195!1291),,,(725!1136),,,,(70!699),,,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(769!1234),,,,,,,,,,,(110!1076),(68!1265),,(1405!142),,,,,,,,,(762!352),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26497,,,,,(203!1828),,,,,,,,,(314!1743),(195!1291),,,(725!1136),,,,(70!700),(1001!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),(234!1871),,,,,,,,,,(110!1075),(69!1264),,,,,,,,,,,(762!352),(68!579),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26498,,,,,(202!1828),,,,,,,,,(314!1742),(195!1291),,,(725!1136),,,,(69!700),(1001!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),,,,,,,,,,,(110!1075),(69!1268),,,,,,,,,,,(762!354),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26499,,,,,(202!1829),,,,,,,,,(314!1742),(195!1291),,(1392!141),(723!1137),,,,(69!699),(1001!182),,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(771!1234),(234!1871),,,,,,,,,,(110!1076),(69!1260),,,,,,,,,,,(763!355),(68!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26500,,,,,(202!1828),,,,,,,,,(314!1742),(195!1291),,,(725!1136),,,,,(1001!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(771!1234),(234!1871),,,,,,,,,,(110!1076),(69!1264),,,,,,,,,,,(762!356),(67!580),,,(1339!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26501,,,,,(201!1828),,,,,,,,,(314!1743),(195!1292),,,(723!1137),,,,(69!699),(999!183),,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1234),(234!1870),,,,,,,,,,(109!1076),(69!1263),,,,,,,,,,,(762!356),(68!579),,,,,,(584!1146),,,,,,,,,,,,,,,,,,,
26502,,,,,(201!1829),,,,,,,,,(313!1742),(195!1291),,,(725!1136),,,,,(999!183),,,,,,(935!198),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1234),(235!1870),,,,,,,,,,(109!1076),(69!1268),,,,,,,,,,,(761!356),(68!580),,,,,,(584!1146),,,,,,,,,,,,,,,,,,,
26503,,,,,(201!1830),,,,,,,,,(312!1743),(195!1291),,,(725!1136),,,,,(998!182),,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1234),(236!1870),,,,,,,,,,(108!1075),(69!1263),,,,,,,,,,,(761!356),(68!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26504,,,,,(201!1829),,,,,(602!583),,,,(312!1742),(195!1292),,(1392!141),(725!1136),,,,,(998!182),,,,,,(935!198),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(771!1234),,,,,,,,,,,(108!1076),(69!1266),,,,,,,,,,,(760!357),(68!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26505,,,,,(202!1828),,,,,(600!584),,,,(311!1743),(195!1291),,(1410!151),(725!1136),,,,(70!700),(1000!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1234),,,,(235!1870),,,,,,,(108!1076),(69!1264),,,,,,,,,,,(760!358),(67!580),,,(1338!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26506,,,,,(202!1829),,,,,(598!583),,,,(311!1743),(195!1291),,(1409!149),(725!1136),,,,(70!699),(1000!182),,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1234),,,,(236!1870),,,,,,,(108!1076),(69!1265),,(1393!142),,,,,,,,,(760!360),(68!579),,,(1338!849),,,(585!1146),,,,,,,,,,,,,,,,,,,
26507,,,,,(200!1830),,,,,(598!582),,,,(312!1743),(195!1291),,(1392!141),(725!1137),,,,,(998!183),,,,,,(935!198),,,,,(70!1295),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1234),,,,,,,,,,,(108!1076),,,,,,,,,,,,(761!360),(68!580),,,(1338!851),,,(585!1146),,,,,,,,,,,,,,,,,,,
26508,,,,,(202!1829),,,,,(597!582),,,,(312!1744),(195!1291),,(1391!141),(725!1136),,,,,(999!182),,,,,,(935!198),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1084),(769!1234),,,,,,,,,,,(108!1076),(69!1263),,,,,,,,,,,(761!362),(67!580),,,(1338!849),,,(584!1146),,,,,,,,,,,,,,,,,,,
26509,,,,,(201!1830),,,,,(596!583),,,,(312!1744),(195!1291),,,(724!1137),,,,,(1000!183),,,,,,(935!198),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(769!1234),,,,,,,,,,,(108!1076),,,,,,,,,,,,(762!364),(68!580),,,(1338!851),,,(585!1146),,,,,,,,,,,,,,,,,,,
26510,,,,,(202!1829),,,,,,,,,(312!1746),(195!1292),,,(724!1136),,,,,(1000!183),,,,,,(935!198),,,,,(70!1301),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(253!1085),(770!1234),,,,,,,,,,,(108!1076),(69!1260),,,,,,,,,,,(763!365),(67!580),,,(1338!851),,,(584!1146),,,,,,,,,,,,,,,,,,,
26511,,,,,(202!1829),,,,,(592!583),,,,(312!1746),(195!1292),,,(725!1136),,,,,(999!182),,,,,,(935!198),,,,,(70!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(252!1085),(770!1235),,,,,,,,,,,(109!1077),,,(1405!140),,,,,,,,,(763!366),(68!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26512,,,,,(202!1829),,,,,(591!583),,,,(312!1746),(195!1292),,,(725!1136),,,,,(999!182),,,,,,(935!198),,,,,(70!1301),,,,,,,,,,,,,,,,,,,,,,,(235!1870),,,(252!1085),(770!1234),,,,,,,,,,,(108!1077),(69!1260),,,,,,,,,,,(763!367),(68!580),,,(1338!850),,,(584!1147),,,,,,,,,,,,,,,,,,,
26513,,,,,(202!1829),,,,,,,,,(311!1747),(195!1291),,(1393!141),(725!1136),,,,,(999!182),,,,,,(935!198),,,,,(70!1296),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(252!1085),(769!1235),,,,,,,,,,,(108!1077),(69!1264),,(1406!138),,,,,,,,,(761!368),(67!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26514,,,,,(200!1830),,,,,,,,,(311!1747),(195!1291),,(1392!141),(725!1136),,,,,(1000!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(252!1085),(769!1235),,,,,,,,,,,(108!1077),(69!1262),,,,,,,,,,,(761!369),(68!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26515,,,,,(202!1829),,,,,,,,,(311!1747),(195!1292),,,(723!1137),,,,,(999!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,(235!1870),,,(252!1085),(770!1235),,,,,,,,,,,(107!1076),(69!1264),,,,,,,,,,,(761!367),(68!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26516,,,,,(200!1830),,,,,,,,,(311!1747),(195!1292),,(1392!141),(723!1137),,,,,(1001!182),,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,(235!1871),,,(251!1085),(770!1235),,,,,,,,,,,(107!1076),(69!1264),,(1405!142),,,,,,,,,(761!370),(68!580),,,(1338!850),,,(585!1147),,,,,,,,,,,,,,,,,,,
26517,,,,,(201!1829),,,,,(585!580),,,,(311!1748),(195!1291),,(1392!141),(725!1136),,,,(70!699),(998!182),,,,,,(935!198),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,(235!1870),,,(252!1085),(770!1234),,,,,,,,,,,(107!1076),(69!1270),,,,,,,,,,,(761!371),(67!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26518,,,,,(200!1830),,,,,,,,,(311!1747),(196!1291),,(1408!149),(725!1136),,,,,(998!182),,,,,,(935!198),,,,,(70!1301),,,,,,,,,,,,,,,,(503!184),,,,,,,,,,(252!1086),(770!1235),,,,,,,,,,,(107!1076),(70!1260),,,,,,,,,,,(761!372),(68!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26519,,,,,(201!1830),,,,,(583!579),,,,(310!1747),(196!1291),,(1392!141),(723!1137),,,,(70!700),(999!182),,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,(503!183),,,,,,,(235!1870),,,(252!1085),(769!1234),,,,,,,,,,,(107!1076),(69!1258),,,,,,,,,,,(761!374),(67!580),,,(1338!850),,,(585!1147),,,,,,,,,,,,,,,,,,,
26520,,,,,(199!1829),,,,,(581!578),,,,(310!1747),(195!1291),,(1392!141),(724!1137),,,,,(998!182),,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,(234!1872),,,(252!1085),(770!1234),,,,,,,,,,,(107!1077),(69!1264),,(1410!152),,,,,,,,,(761!376),(67!580),,,(1338!852),,,(584!1146),,,,,,,,,,,,,,,,,,,
26521,,,,,(201!1829),,,,,(580!577),,,,(310!1748),(196!1291),,(1392!141),(725!1137),,,,,(998!182),,,,,,(935!199),,,,,(71!1302),,,,,,,,,,,,,,,,,,,,,,,(235!1871),,,(253!1085),(769!1235),,,,,,,,,,,(108!1076),(70!1261),,,,,,,,,,,(761!376),(67!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26522,,,,,(199!1830),,,,,(578!576),,,,(310!1747),(196!1291),,(1391!141),(723!1137),,,,,(1000!182),,,,,,(935!198),,,,,(70!1302),,,,,,,,,,,,,,,,,,,,,,,(234!1870),,,(253!1085),(769!1234),,,,,,,,,,,(108!1076),(70!1264),,(1408!145),,,,,,,,,(760!377),(67!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
26523,,,,,(201!1829),,,,,(578!577),,,,(310!1748),(196!1291),,(1392!141),(725!1137),,,,,(998!183),,,,,,(935!199),,,,,(71!1301),,,,,,,,,,,,,,,,,,,,,,,,,,(253!1085),(770!1235),,,,,,,,,,,(108!1076),(69!1264),,,,,,,,,,,(761!378),(70!580),,,(1338!850),,,(585!1146),,,,,,,,,,,,,,,,,,,
